	WORD	CEFR	CLUE
2844	säker	c1	['having or feeling no doubt or uncertainty; confident and assured', 'free from danger or the risk of harm', 'immune to attack; incapable of being tampered with']
2845	säkerhet	c1	['the state of being certain that adverse effects will not be caused by some agent under defined conditions']
2846	säl	b1	['any of numerous marine mammals that come on shore to breed; chiefly of cold regions']
2847	sälja	b1	['exchange or deliver for money or its equivalent']
2848	sällskap	c1	['organization of performers and associated personnel (especially theatrical)', 'the state of being with someone']
2849	sällskaplig	b2	['(of animals) tending to form a group with others of the same species', 'inclined to or conducive to companionship with others']
2850	sällsynt	b1	['not common or ordinarily encountered; unusually great in amount or remarkable in character or kind', 'recurring only at long intervals']
2851	sända	b2	['broadcast over the airwaves, as in radio or television']
2852	sändning	b2	['message that is transmitted by radio or television']
2853	säng	a1	['a piece of furniture that provides a place to sleep']
2854	sänka	b1	['a sunken or depressed geological formation']
2855	säregen	c1	['being definitely out of the ordinary and unexpected; slightly odd or even a bit weird']
2856	särskild	c1	['unique or specific to a person or thing or category']
2857	så	a2	['place (seeds) in or on the ground for future growth']
2858	sålla	b2	['examine in order to test suitability']
2859	sångare	b1	['a person who sings']
2860	sår	c1	['a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue', 'a wound made by cutting', 'an injury to living tissue (especially an injury involving a cut or break in the skin)']
2861	sås	b1	['flavorful relish or dressing or topping served as an accompaniment to food']
2862	söder	a2	['the southern states that seceded from the United States in 1861', 'the cardinal compass point that is at 180 degrees']
2863	söka	b2	['try to locate or discover, or try to establish the existence of']
2864	sökande	c1	['a person who requests or seeks something such as assistance or employment or admission']
2865	sömn	b2	['a natural and periodic state of rest during which consciousness of the world is suspended']
2866	sömntuta	b2	['a sleepy person']
2867	söndag	a1	['first day of the week; observed as a day of rest and worship by most Christians']
2868	söt	a1	['having or denoting the characteristic taste of sugar']
2869	tabell	b2	['a set of data arranged in rows and columns']
2870	tablett	a2	['a dose of medicine in the form of a small pellet']
2871	tack	a1	['with the help of or owing to', 'an acknowledgment of appreciation']
2872	tacka	a2	['express gratitude or show appreciation to']
2873	tacksam	c1	['feeling or showing gratitude']
2874	tagg	b1	['a small sharp-pointed tip resembling a spike on a stem or leaf']
2875	tak	b2	['the overhead upper surface of a covered space', 'a protective covering that covers or forms the top of a building', 'an upper limit on what is allowed']
2876	takt	c1	['the relative speed of progress or change', 'the rhythmic contraction and expansion of the arteries with each beat of the heart']
2877	taktik	c1	['a plan for attaining a particular goal']
2878	tal	c1	['a symbol used to represent a number', 'your characteristic style or manner of expressing yourself orally', 'the exchange of spoken words']
2879	talare	c1	['someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)']
2880	talesman	b2	"[""an advocate who represents someone else's policy or purpose""]"
2881	tallrik	b2	['dish on which food is served or from which food is eaten']
2882	tand	c1	['one of a number of uniform projections on a gear', 'hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense']
2883	tandkräm	b1	['a dentifrice in the form of a paste']
2884	tandläkare	a1	['a person qualified to practice dentistry']
2885	tandvärk	b1	['an ache localized in or around a tooth']
2886	tanke	c1	['the process of using your mind to consider something carefully']
2887	tapet	c1	['a decorative paper for the walls of rooms']
2888	tapetserare	b2	['a craftsman who upholsters furniture']
2889	tappa	b2	['let fall to the ground']
2890	tarm	a2	['the part of the alimentary canal between the stomach and the anus']
2891	tavla	c1	['graphic art consisting of an artistic composition made by applying paints to a surface']
2892	taxi	a2	['a car driven by a person whose job is to take passengers where they want to go in exchange for money']
2893	te	a2	['a beverage made by steeping tea leaves in water']
2894	teater	b1	['the art of writing and producing plays']
2895	tecken	c1	['a perceptible indication of something not immediately apparent (as a visible clue that something has happened)', 'any nonverbal action or gesture that encodes a message', 'a gesture that is part of a sign language', 'an event that is experienced as indicating important things to come']
2896	teckna	b2	['represent by making a drawing of, as with a pencil, chalk, etc. on a surface']
2897	teckning	b1	['a representation of forms or objects on a surface by means of lines']
2898	tejp	b1	['a long thin piece of cloth or paper as used for binding or fastening', 'a recording made on magnetic tape']
2899	teknik	b2	['skillfulness in the command of fundamentals deriving from practice and familiarity']
2900	teknisk	b2	['of or relating to technique or proficiency in a practical skill']
2901	teknologi	c1	['the discipline dealing with the art or science of applying scientific knowledge to practical problems']
2902	telefon	a2	['electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds']
2903	telefonera	c1	['get or try to get into communication (with someone) by telephone']
2904	telefonlinje	c1	['a telephone connection']
2905	telefonnummer	b2	['the number is used in calling a particular telephone']
2906	telefonsamtal	c1	['a telephone connection']
2907	telefonväxel	c1	['telephone central where circuits are completed with patchcords']
2908	telegram	c1	['a message transmitted by telegraph']
2909	telning	c1	['young tree']
2910	tema	b1	['a unifying idea that is a recurrent element in literary or artistic work', '(music) melodic subject of a musical composition']
2911	tempel	c1	['place of worship consisting of an edifice for the worship of a deity']
2912	temperatur	b1	['the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)']
2913	tempo	b1	['the rate of some repeating event']
2914	tendens	c1	['an attitude of mind especially one that favors one alternative over others']
2915	tennis	b1	['a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court']
2916	tenta	b1	['a set of questions or exercises evaluating skill or knowledge']
2917	teologi	b1	['the rational and systematic study of religion and its influences and of the nature of religious truth']
2918	teori	c1	['a tentative insight into the natural world; a concept that is not yet verified but that if true would explain certain facts or phenomena']
2919	terapi	b1	['(medicine) the act of caring for someone (as by medication or remedial training etc.)']
2920	term	c1	['a word or expression used for some particular thing']
2921	termometer	b2	['measuring instrument for measuring temperature']
2922	terrorist	b2	['a radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities']
2923	test	b2	['trying something to find out about it']
2924	testamente	c1	"[""a legal document declaring a person's wishes regarding the disposal of their property when they die""]"
2925	text	c1	['the words of something written']
2926	textil	b1	['artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers']
2927	ticka	c1	['make a clicking or ticking sound']
2928	tid	b2	['a reading of a point in time as given by a clock']
2929	tidig	c1	['at or near the beginning of a period of time or course of events or before the usual or expected time']
2930	tidning	a1	['a daily or weekly publication on folded sheets; contains news and articles and advertisements']
2931	tidskrift	c1	['a publication that appears at fixed intervals', 'a periodical that publishes critical essays on current affairs or literature or art']
2932	tidtabell	a2	['a schedule of times of arrivals and departures']
2933	tigga	b2	['ask to obtain free']
2934	tillfälle	c1	['the time of a particular event']
